Loan_ID,Disbursement_Date,Fiscal_Year,State,State_Tier,Sector,ITC_HS_Chapter,Enterprise_Size,Lending_Bank,Loan_Type,Loan_Amount_INR,Export_Turnover_INR,Turnover_Volatility_Pct,Destination_Country,Destination_Risk,NPA_History,IES_Eligible,Risk_Score,Risk_Tier,IES_Claimed
IES004402,2017-09-06,FY2017-18,Maharashtra,1,Marine Products,03,Medium,Union Bank of India,Pre-Shipment Credit,1501611,4638009,6.5,USA,Low,No,Yes,25,Low,Yes
IES004403,2015-12-27,FY2015-16,Karnataka,1,Leather & Footwear,41-64,Small,ICICI Bank,Export Bill Discounting,1247966,4889949,26.9,USA,Low,No,Yes,23,Low,No
IES004404,2021-12-21,FY2021-22,Jharkhand,3,Plastics & Rubber,39-40,Micro,Union Bank of India,Export Factoring,581678,1840279,45.0,Germany,Low,No,Yes,38,Medium,Yes
IES004405,2021-11-30,FY2021-22,Uttar Pradesh,2,Agriculture & Food Products,01-24,Small,HDFC Bank,Post-Shipment Credit,512163,1710192,36.4,Bangladesh,Medium,No,Yes,50,Medium,Yes
IES004406,2016-04-02,FY2016-17,Tamil Nadu,1,Marine Products,03,Micro,Indian Bank,Post-Shipment Credit,470889,1743382,36.0,Singapore,Low,Yes,Yes,80,High,No
IES004407,2015-07-01,FY2015-16,Tamil Nadu,1,Handicrafts,97,Small,Bank of India,Export Factoring,458487,1611979,10.0,South Africa,Medium,Yes,Yes,65,High,No
IES004408,2023-09-11,FY2023-24,Madhya Pradesh,2,Handicrafts,97,Small,Union Bank of India,Export Bill Discounting,661558,1747656,43.5,Germany,Low,No,Yes,40,Medium,Yes
IES004409,2023-02-17,FY2022-23,Gujarat,1,Handicrafts,97,Micro,Punjab National Bank,Pre-Shipment Credit,179748,806631,49.9,USA,Low,No,Yes,45,Medium,Yes
IES004410,2022-09-03,FY2022-23,Rajasthan,2,Textiles & Apparel,50-63,Small,State Bank of India,Export Factoring,2011476,3144423,47.9,Germany,Low,No,Yes,33,Medium,No
IES004411,2016-05-15,FY2016-17,Tamil Nadu,1,Agriculture & Food Products,01-24,Micro,SIDBI,Pre-Shipment Credit,432307,1581597,27.1,China,Medium,No,Yes,45,Medium,No
IES004412,2023-03-06,FY2022-23,West Bengal,2,Engineering Goods,84-85,Small,Punjab National Bank,Export Bill Discounting,5693056,19730409,22.0,USA,Low,Yes,Yes,50,Medium,No
IES004413,2024-01-26,FY2023-24,Maharashtra,1,Marine Products,03,Small,Axis Bank,Export Factoring,677148,1311434,46.6,USA,Low,No,Yes,40,Medium,Yes
IES004414,2020-02-14,FY2019-20,Gujarat,1,Plastics & Rubber,39-40,Medium,Bank of India,ECGC-backed Term Loan,1936028,4929308,25.0,South Africa,Medium,No,No,28,Low,No
IES004415,2023-04-21,FY2023-24,Jharkhand,3,Leather & Footwear,41-64,Small,SIDBI,Post-Shipment Credit,1411862,4423027,52.8,Sri Lanka,Medium,No,Yes,43,Medium,Yes
IES004416,2017-09-03,FY2017-18,Tamil Nadu,1,Handicrafts,97,Micro,Bank of Baroda,Packing Credit,345095,1435657,13.5,Iran,High,No,Yes,50,Medium,Yes
IES004417,2016-08-30,FY2016-17,Haryana,2,Chemicals & Pharma,28-30,Medium,Indian Bank,ECGC-backed Term Loan,9469136,24781665,23.6,UAE,Low,No,No,20,Low,No
IES004418,2021-10-23,FY2021-22,Andhra Pradesh,2,Electronic Components,85-90,Micro,State Bank of India,ECGC-backed Term Loan,2343570,4886556,10.7,USA,Low,No,No,10,Low,No
IES004419,2023-04-10,FY2023-24,Tamil Nadu,1,Handicrafts,97,Micro,ICICI Bank,ECGC-backed Term Loan,357615,1576023,43.7,Egypt,High,No,No,70,High,No
IES004420,2020-05-24,FY2020-21,Tamil Nadu,1,Electronic Components,85-90,Micro,Bank of India,Packing Credit,2507942,5592854,7.0,UK,Low,No,Yes,10,Low,No
IES004421,2018-05-08,FY2018-19,Uttar Pradesh,2,Engineering Goods,84-85,Medium,ICICI Bank,Pre-Shipment Credit,13132635,42750662,15.7,Others,Medium,No,Yes,30,Medium,No
IES004422,2023-05-23,FY2023-24,Gujarat,1,Engineering Goods,84-85,Micro,Indian Bank,Export Factoring,2246453,9361618,54.7,UAE,Low,No,Yes,30,Medium,No
IES004423,2023-05-20,FY2023-24,Tamil Nadu,1,Textiles & Apparel,50-63,Medium,EXIM Bank of India,Export Bill Discounting,5615708,23835580,53.7,UK,Low,No,Yes,38,Medium,Yes
IES004424,2022-07-28,FY2022-23,Maharashtra,1,Agriculture & Food Products,01-24,Micro,Bank of Baroda,Post-Shipment Credit,210655,481660,15.6,UAE,Low,No,Yes,35,Medium,Yes
IES004425,2017-06-22,FY2017-18,Telangana,2,Electronic Components,85-90,Small,HDFC Bank,ECGC-backed Term Loan,5907713,9102682,25.6,UK,Low,No,No,15,Low,No
IES004426,2022-08-22,FY2022-23,Tamil Nadu,1,Handicrafts,97,Small,Axis Bank,ECGC-backed Term Loan,366879,631087,25.3,USA,Low,No,No,30,Medium,No
IES004427,2016-11-25,FY2016-17,Odisha,3,Leather & Footwear,41-64,Micro,EXIM Bank of India,Packing Credit,498949,2050752,42.3,USA,Low,No,Yes,38,Medium,No
IES004428,2017-10-13,FY2017-18,Jharkhand,3,Textiles & Apparel,50-63,Micro,Punjab National Bank,Packing Credit,672148,1449900,8.6,UAE,Low,No,Yes,18,Low,Yes
IES004429,2019-08-13,FY2019-20,Telangana,2,Agriculture & Food Products,01-24,Medium,Punjab National Bank,Export Bill Discounting,1663112,6316898,27.3,USA,Low,No,Yes,25,Low,Yes
IES004430,2018-02-01,FY2017-18,Odisha,3,Plastics & Rubber,39-40,Medium,Punjab National Bank,ECGC-backed Term Loan,6124665,15544444,27.6,Nigeria,High,No,No,53,Medium,No
IES004431,2016-07-22,FY2016-17,Jharkhand,3,Marine Products,03,Small,Punjab National Bank,Export Factoring,897904,1480914,31.2,Bangladesh,Medium,No,Yes,50,Medium,Yes
IES004432,2019-01-06,FY2018-19,Madhya Pradesh,2,Marine Products,03,Small,SIDBI,Export Bill Discounting,940889,1504016,28.4,UAE,Low,No,Yes,30,Medium,Yes
IES004433,2023-03-10,FY2022-23,Karnataka,1,Marine Products,03,Micro,Indian Bank,Pre-Shipment Credit,364331,1565658,36.5,UAE,Low,No,Yes,45,Medium,No
IES004434,2019-04-02,FY2019-20,Telangana,2,Plastics & Rubber,39-40,Micro,Union Bank of India,Export Bill Discounting,1107604,4765428,42.9,Brazil,Medium,No,Yes,48,Medium,Yes
IES004435,2021-05-15,FY2021-22,Rajasthan,2,Chemicals & Pharma,28-30,Micro,SIDBI,ECGC-backed Term Loan,1468367,3938911,13.5,Vietnam,Low,No,No,10,Low,No
IES004436,2023-08-09,FY2023-24,Jharkhand,3,Agriculture & Food Products,01-24,Small,State Bank of India,Export Factoring,942186,2812175,28.6,UK,Low,No,Yes,30,Medium,Yes
IES004437,2020-06-12,FY2020-21,Haryana,2,Agriculture & Food Products,01-24,Small,SIDBI,Export Factoring,647185,2496115,52.1,USA,Low,Yes,Yes,75,High,No
IES004438,2020-02-26,FY2019-20,Haryana,2,Chemicals & Pharma,28-30,Small,HDFC Bank,Post-Shipment Credit,4689654,19372803,15.4,Brazil,Medium,No,Yes,25,Low,Yes
IES004439,2019-04-17,FY2019-20,West Bengal,2,Chemicals & Pharma,28-30,Small,Union Bank of India,Packing Credit,1795255,4846427,23.0,South Africa,Medium,No,Yes,25,Low,Yes
IES004440,2017-10-26,FY2017-18,Uttar Pradesh,2,Marine Products,03,Micro,Canara Bank,Packing Credit,400699,1594412,27.6,UAE,Low,No,Yes,35,Medium,No
IES004441,2022-08-28,FY2022-23,Karnataka,1,Electronic Components,85-90,Medium,ICICI Bank,Export Factoring,14069360,23635649,29.4,UK,Low,No,Yes,20,Low,Yes
IES004442,2022-01-01,FY2021-22,Bihar,3,Marine Products,03,Micro,Axis Bank,ECGC-backed Term Loan,343434,1312668,12.6,Nigeria,High,No,No,50,Medium,No
IES004443,2020-02-05,FY2019-20,Punjab,2,Textiles & Apparel,50-63,Small,HDFC Bank,Export Bill Discounting,1219231,5001544,21.4,UAE,Low,No,Yes,23,Low,No
IES004444,2021-10-27,FY2021-22,Uttar Pradesh,2,Electronic Components,85-90,Micro,State Bank of India,ECGC-backed Term Loan,2911794,7242180,34.9,Others,Medium,No,No,40,Medium,No
IES004445,2021-11-11,FY2021-22,Punjab,2,Leather & Footwear,41-64,Micro,State Bank of India,Post-Shipment Credit,445441,1224916,22.7,Nigeria,High,No,Yes,53,Medium,No
IES004446,2018-05-25,FY2018-19,Uttar Pradesh,2,Electronic Components,85-90,Micro,Union Bank of India,Export Bill Discounting,2216299,6814303,35.0,USA,Low,No,Yes,30,Medium,No
IES004447,2018-07-06,FY2018-19,Gujarat,1,Agriculture & Food Products,01-24,Micro,Indian Bank,ECGC-backed Term Loan,1012381,2453250,11.3,Sri Lanka,Medium,Yes,No,70,High,No
IES004448,2021-10-24,FY2021-22,Tamil Nadu,1,Engineering Goods,84-85,Small,SIDBI,Post-Shipment Credit,5108768,19323519,47.5,USA,Low,No,Yes,25,Low,No
IES004449,2018-12-13,FY2018-19,Uttar Pradesh,2,Electronic Components,85-90,Micro,EXIM Bank of India,Post-Shipment Credit,2442943,7318343,31.7,South Africa,Medium,No,Yes,40,Medium,No
IES004450,2019-01-14,FY2018-19,Uttar Pradesh,2,Textiles & Apparel,50-63,Medium,Union Bank of India,Export Bill Discounting,2684537,9338082,7.1,UK,Low,No,Yes,8,Low,Yes
IES004451,2016-04-12,FY2016-17,West Bengal,2,Plastics & Rubber,39-40,Micro,SIDBI,Post-Shipment Credit,716471,2081252,46.4,USA,Low,No,Yes,38,Medium,Yes
IES004452,2021-04-20,FY2021-22,Chhattisgarh,3,Plastics & Rubber,39-40,Medium,Indian Bank,Post-Shipment Credit,3134804,8945620,12.5,Iran,High,No,Yes,43,Medium,No
IES004453,2024-02-22,FY2023-24,Punjab,2,Chemicals & Pharma,28-30,Small,EXIM Bank of India,Pre-Shipment Credit,3510423,7201763,52.1,Russia,High,No,Yes,50,Medium,No
IES004454,2022-02-23,FY2021-22,Maharashtra,1,Leather & Footwear,41-64,Micro,SIDBI,Post-Shipment Credit,898730,2783414,47.6,UK,Low,No,Yes,38,Medium,Yes
IES004455,2020-12-02,FY2020-21,Haryana,2,Electronic Components,85-90,Micro,Indian Bank,Pre-Shipment Credit,1229796,5480735,31.1,Singapore,Low,No,Yes,30,Medium,No
IES004456,2016-04-20,FY2016-17,Rajasthan,2,Electronic Components,85-90,Medium,EXIM Bank of India,Post-Shipment Credit,7746757,14889935,16.0,Singapore,Low,No,Yes,10,Low,Yes
IES004457,2020-04-26,FY2020-21,Assam,3,Leather & Footwear,41-64,Small,Bank of Baroda,Packing Credit,721615,2083736,25.9,Germany,Low,No,Yes,23,Low,No
IES004458,2016-08-27,FY2016-17,Maharashtra,1,Leather & Footwear,41-64,Small,Union Bank of India,Pre-Shipment Credit,1237823,4750775,22.7,Singapore,Low,No,Yes,23,Low,Yes
IES004459,2019-07-11,FY2019-20,Rajasthan,2,Leather & Footwear,41-64,Micro,Axis Bank,Post-Shipment Credit,496411,1837510,54.7,China,Medium,Yes,Yes,83,High,No
IES004460,2021-06-30,FY2021-22,Karnataka,1,Engineering Goods,84-85,Medium,Indian Bank,Post-Shipment Credit,8956639,35445145,32.8,Singapore,Low,No,Yes,30,Medium,Yes
IES004461,2023-09-15,FY2023-24,Odisha,3,Marine Products,03,Medium,Bank of India,Export Factoring,3028876,13048162,54.5,China,Medium,No,Yes,55,Medium,Yes
IES004462,2017-11-23,FY2017-18,Gujarat,1,Textiles & Apparel,50-63,Small,Canara Bank,Post-Shipment Credit,1922907,5171884,54.5,Turkey,Medium,No,Yes,43,Medium,Yes
IES004463,2023-03-10,FY2022-23,West Bengal,2,Agriculture & Food Products,01-24,Small,Bank of Baroda,Export Bill Discounting,822983,1454250,18.6,UAE,Low,No,Yes,30,Medium,Yes
IES004464,2019-12-07,FY2019-20,Telangana,2,Agriculture & Food Products,01-24,Small,Indian Bank,Pre-Shipment Credit,784748,2985034,47.6,UAE,Low,No,Yes,40,Medium,Yes
IES004465,2019-11-19,FY2019-20,Rajasthan,2,Engineering Goods,84-85,Micro,Indian Bank,Export Factoring,2841630,8643952,40.4,Singapore,Low,No,Yes,30,Medium,No
IES004466,2018-10-22,FY2018-19,Karnataka,1,Electronic Components,85-90,Medium,Union Bank of India,Packing Credit,20442728,54633203,47.1,Vietnam,Low,No,Yes,30,Medium,No
IES004467,2021-02-26,FY2020-21,Maharashtra,1,Agriculture & Food Products,01-24,Micro,ICICI Bank,Packing Credit,504160,1566832,49.3,Bangladesh,Medium,Yes,Yes,90,High,No
IES004468,2022-11-24,FY2022-23,Bihar,3,Electronic Components,85-90,Micro,Bank of India,Post-Shipment Credit,4071456,9185384,24.1,Bangladesh,Medium,No,Yes,30,Medium,Yes
IES004469,2016-07-26,FY2016-17,Telangana,2,Electronic Components,85-90,Micro,State Bank of India,Export Bill Discounting,2666373,11112488,22.3,Brazil,Medium,No,Yes,30,Medium,No
IES004470,2021-03-11,FY2020-21,Karnataka,1,Plastics & Rubber,39-40,Micro,Bank of Baroda,Pre-Shipment Credit,949107,2475262,49.4,UAE,Low,No,Yes,38,Medium,Yes
IES004471,2018-07-16,FY2018-19,Tamil Nadu,1,Engineering Goods,84-85,Medium,SIDBI,Post-Shipment Credit,16844505,42082477,18.8,Vietnam,Low,No,Yes,20,Low,Yes
IES004472,2018-05-10,FY2018-19,Assam,3,Gems & Jewellery,71,Medium,SIDBI,Packing Credit,5941669,20604793,11.0,USA,Low,No,No,0,Low,No
IES004473,2016-10-12,FY2016-17,Maharashtra,1,Engineering Goods,84-85,Micro,Canara Bank,Post-Shipment Credit,2417348,5009336,39.7,Turkey,Medium,No,Yes,40,Medium,Yes
IES004474,2022-06-01,FY2022-23,Punjab,2,Electronic Components,85-90,Micro,HDFC Bank,ECGC-backed Term Loan,3223182,10661959,14.2,UAE,Low,No,No,10,Low,No
IES004475,2017-02-04,FY2016-17,West Bengal,2,Electronic Components,85-90,Small,ICICI Bank,Pre-Shipment Credit,4337499,15605142,36.9,UK,Low,No,Yes,25,Low,Yes
IES004476,2020-10-29,FY2020-21,Telangana,2,Leather & Footwear,41-64,Medium,Canara Bank,Packing Credit,1127505,3491549,43.4,China,Medium,No,Yes,38,Medium,Yes
IES004477,2022-11-08,FY2022-23,Gujarat,1,Chemicals & Pharma,28-30,Medium,Union Bank of India,ECGC-backed Term Loan,10352806,39971875,21.7,UAE,Low,No,No,20,Low,No
IES004478,2017-12-26,FY2017-18,Telangana,2,Plastics & Rubber,39-40,Micro,Bank of Baroda,Pre-Shipment Credit,1320419,5471484,35.7,Singapore,Low,No,Yes,38,Medium,Yes
IES004479,2017-08-29,FY2017-18,Rajasthan,2,Leather & Footwear,41-64,Micro,HDFC Bank,Packing Credit,698014,1504439,32.1,UK,Low,Yes,Yes,73,High,No
IES004480,2020-01-22,FY2019-20,Maharashtra,1,Marine Products,03,Micro,EXIM Bank of India,Post-Shipment Credit,649320,1696890,39.9,USA,Low,No,Yes,45,Medium,No
IES004481,2023-03-22,FY2022-23,Telangana,2,Agriculture & Food Products,01-24,Small,Bank of Baroda,Export Bill Discounting,1507075,5326330,39.2,USA,Low,No,Yes,40,Medium,Yes
IES004482,2024-01-30,FY2023-24,Madhya Pradesh,2,Textiles & Apparel,50-63,Medium,Bank of India,Export Factoring,4527516,9740796,54.2,Germany,Low,No,Yes,38,Medium,No
IES004483,2020-05-29,FY2020-21,Maharashtra,1,Gems & Jewellery,71,Micro,Punjab National Bank,Pre-Shipment Credit,2795748,6963217,31.8,USA,Low,No,No,30,Medium,No
IES004484,2023-09-07,FY2023-24,Uttarakhand,3,Gems & Jewellery,71,Micro,HDFC Bank,Post-Shipment Credit,4582097,8757805,31.9,Others,Medium,No,No,40,Medium,No
IES004485,2018-11-14,FY2018-19,Maharashtra,1,Marine Products,03,Micro,Bank of India,Export Bill Discounting,457878,1577923,24.5,Turkey,Medium,No,Yes,45,Medium,Yes
IES004486,2021-10-23,FY2021-22,Punjab,2,Gems & Jewellery,71,Micro,EXIM Bank of India,ECGC-backed Term Loan,1982412,5938582,48.8,Turkey,Medium,No,No,40,Medium,No
IES004487,2015-07-08,FY2015-16,Gujarat,1,Textiles & Apparel,50-63,Micro,Bank of Baroda,Packing Credit,960125,1932024,6.8,South Africa,Medium,No,Yes,28,Low,Yes
IES004488,2021-05-24,FY2021-22,Gujarat,1,Engineering Goods,84-85,Small,Indian Bank,Post-Shipment Credit,3504343,7207465,43.3,USA,Low,No,Yes,25,Low,No
IES004489,2024-02-18,FY2023-24,Madhya Pradesh,2,Textiles & Apparel,50-63,Medium,State Bank of India,Post-Shipment Credit,6616506,20339950,6.1,Germany,Low,No,Yes,18,Low,Yes
IES004490,2021-08-11,FY2021-22,Maharashtra,1,Textiles & Apparel,50-63,Medium,Indian Bank,ECGC-backed Term Loan,3298121,12038606,10.5,Bangladesh,Medium,No,No,18,Low,No
IES004491,2019-06-06,FY2019-20,Telangana,2,Engineering Goods,84-85,Medium,HDFC Bank,Export Factoring,8421392,21359506,43.1,Brazil,Medium,No,Yes,40,Medium,Yes
IES004492,2016-11-02,FY2016-17,Haryana,2,Leather & Footwear,41-64,Micro,Bank of India,Post-Shipment Credit,735193,3207422,23.6,UAE,Low,No,Yes,28,Low,No
IES004493,2016-06-02,FY2016-17,Gujarat,1,Marine Products,03,Micro,Punjab National Bank,ECGC-backed Term Loan,334821,1313013,37.9,UAE,Low,No,No,45,Medium,No
IES004494,2019-12-27,FY2019-20,Gujarat,1,Leather & Footwear,41-64,Micro,State Bank of India,ECGC-backed Term Loan,776465,1613673,20.1,Others,Medium,No,No,38,Medium,No
IES004495,2019-06-04,FY2019-20,Andhra Pradesh,2,Textiles & Apparel,50-63,Micro,ICICI Bank,Export Bill Discounting,888960,1876546,37.2,Germany,Low,No,Yes,38,Medium,No
IES004496,2020-05-21,FY2020-21,Punjab,2,Agriculture & Food Products,01-24,Medium,Union Bank of India,Export Bill Discounting,1044228,4681812,5.6,China,Medium,No,Yes,25,Low,Yes
IES004497,2016-12-10,FY2016-17,Tamil Nadu,1,Gems & Jewellery,71,Medium,Union Bank of India,Pre-Shipment Credit,33650771,142767648,30.3,UK,Low,No,No,30,Medium,No
IES004498,2020-01-23,FY2019-20,Telangana,2,Engineering Goods,84-85,Medium,EXIM Bank of India,ECGC-backed Term Loan,15997409,50089555,28.6,Germany,Low,No,No,20,Low,No
IES004499,2018-11-30,FY2018-19,Assam,3,Textiles & Apparel,50-63,Micro,Indian Bank,ECGC-backed Term Loan,841832,2653014,20.4,Russia,High,No,No,53,Medium,No
IES004500,2019-02-18,FY2018-19,Maharashtra,1,Engineering Goods,84-85,Medium,ICICI Bank,Export Factoring,10187176,31588468,11.7,Russia,High,Yes,Yes,70,High,No
IES004501,2022-12-31,FY2022-23,Karnataka,1,Agriculture & Food Products,01-24,Micro,SIDBI,Pre-Shipment Credit,401702,1341876,9.8,Germany,Low,No,Yes,25,Low,Yes
IES004502,2015-08-19,FY2015-16,Maharashtra,1,Agriculture & Food Products,01-24,Micro,Punjab National Bank,ECGC-backed Term Loan,308597,791151,17.6,China,Medium,No,No,45,Medium,No
IES004503,2022-08-02,FY2022-23,Gujarat,1,Leather & Footwear,41-64,Medium,Indian Bank,ECGC-backed Term Loan,3596228,15435648,51.6,UK,Low,No,No,38,Medium,No
IES004504,2022-02-03,FY2021-22,Uttar Pradesh,2,Textiles & Apparel,50-63,Micro,ICICI Bank,Export Bill Discounting,2036426,8976546,11.3,South Africa,Medium,No,Yes,28,Low,Yes
IES004505,2017-03-07,FY2016-17,Madhya Pradesh,2,Marine Products,03,Micro,EXIM Bank of India,Pre-Shipment Credit,460956,1440166,5.9,Sri Lanka,Medium,Yes,Yes,70,High,No
IES004506,2018-11-29,FY2018-19,Maharashtra,1,Textiles & Apparel,50-63,Small,Axis Bank,Packing Credit,1501563,2531522,49.4,Singapore,Low,No,Yes,33,Medium,Yes
IES004507,2016-02-12,FY2015-16,Tamil Nadu,1,Electronic Components,85-90,Medium,Bank of India,ECGC-backed Term Loan,10123072,42245116,34.7,USA,Low,Yes,No,55,Medium,No
IES004508,2020-12-04,FY2020-21,Jharkhand,3,Chemicals & Pharma,28-30,Micro,ICICI Bank,Export Bill Discounting,1776386,6959377,26.4,Singapore,Low,No,Yes,20,Low,Yes
IES004509,2015-10-21,FY2015-16,Chhattisgarh,3,Electronic Components,85-90,Micro,Canara Bank,Export Bill Discounting,2452827,7044272,32.5,China,Medium,No,Yes,40,Medium,Yes
IES004510,2020-08-16,FY2020-21,Maharashtra,1,Plastics & Rubber,39-40,Small,HDFC Bank,Export Factoring,790131,1435469,54.6,USA,Low,No,Yes,33,Medium,Yes
IES004511,2024-03-01,FY2023-24,Maharashtra,1,Handicrafts,97,Micro,Bank of Baroda,Pre-Shipment Credit,205009,631511,31.9,Sri Lanka,Medium,No,Yes,55,Medium,Yes
IES004512,2021-02-03,FY2020-21,Maharashtra,1,Handicrafts,97,Micro,Canara Bank,Post-Shipment Credit,133691,376936,43.6,USA,Low,Yes,Yes,80,High,No
IES004513,2020-10-17,FY2020-21,Uttar Pradesh,2,Chemicals & Pharma,28-30,Medium,Bank of India,ECGC-backed Term Loan,13320144,48901434,6.3,UK,Low,No,No,10,Low,No
IES004514,2020-11-06,FY2020-21,Maharashtra,1,Chemicals & Pharma,28-30,Medium,Bank of India,Pre-Shipment Credit,6482060,20819939,49.2,South Africa,Medium,No,Yes,30,Medium,Yes
IES004515,2017-12-11,FY2017-18,West Bengal,2,Marine Products,03,Small,Union Bank of India,Export Bill Discounting,803468,3437784,22.7,USA,Low,No,Yes,30,Medium,Yes
IES004516,2019-07-02,FY2019-20,Odisha,3,Textiles & Apparel,50-63,Micro,Punjab National Bank,ECGC-backed Term Loan,906492,2607240,54.1,South Africa,Medium,No,No,48,Medium,No
IES004517,2017-04-18,FY2017-18,Karnataka,1,Leather & Footwear,41-64,Micro,Punjab National Bank,Pre-Shipment Credit,1109251,4445233,41.9,Turkey,Medium,No,Yes,48,Medium,Yes
IES004518,2019-06-13,FY2019-20,Tamil Nadu,1,Agriculture & Food Products,01-24,Medium,Canara Bank,ECGC-backed Term Loan,771085,1769984,5.8,Others,Medium,No,No,25,Low,No
IES004519,2019-02-23,FY2018-19,Madhya Pradesh,2,Engineering Goods,84-85,Micro,Axis Bank,Export Bill Discounting,3607937,15108250,52.8,Egypt,High,No,Yes,55,Medium,No
IES004520,2022-12-10,FY2022-23,Punjab,2,Electronic Components,85-90,Small,Punjab National Bank,ECGC-backed Term Loan,5489925,22721096,34.0,UAE,Low,No,No,25,Low,No
IES004521,2023-01-25,FY2022-23,Tamil Nadu,1,Chemicals & Pharma,28-30,Micro,Bank of India,ECGC-backed Term Loan,3185104,11846882,31.9,UAE,Low,No,No,30,Medium,No
IES004522,2016-06-05,FY2016-17,Rajasthan,2,Textiles & Apparel,50-63,Small,Bank of Baroda,Pre-Shipment Credit,1685091,2969100,51.3,UAE,Low,No,Yes,33,Medium,Yes
IES004523,2018-04-26,FY2018-19,Maharashtra,1,Marine Products,03,Micro,EXIM Bank of India,ECGC-backed Term Loan,205055,694870,38.7,UK,Low,No,No,45,Medium,No
IES004524,2022-01-21,FY2021-22,Tamil Nadu,1,Handicrafts,97,Small,Punjab National Bank,ECGC-backed Term Loan,321639,685754,46.8,Vietnam,Low,Yes,No,75,High,No
IES004525,2018-06-11,FY2018-19,Madhya Pradesh,2,Chemicals & Pharma,28-30,Small,Canara Bank,Pre-Shipment Credit,2956152,8038367,41.5,USA,Low,No,Yes,25,Low,Yes
IES004526,2021-03-27,FY2020-21,Haryana,2,Marine Products,03,Micro,Bank of India,Export Factoring,225629,991949,45.5,USA,Low,No,Yes,45,Medium,No
IES004527,2018-12-02,FY2018-19,Maharashtra,1,Handicrafts,97,Medium,ICICI Bank,Packing Credit,1179640,2796799,46.4,Others,Medium,No,Yes,55,Medium,No
IES004528,2016-07-25,FY2016-17,Chhattisgarh,3,Textiles & Apparel,50-63,Micro,Bank of India,Export Factoring,718968,2527865,53.5,Germany,Low,No,Yes,38,Medium,Yes
IES004529,2016-02-11,FY2015-16,Uttarakhand,3,Electronic Components,85-90,Micro,Bank of Baroda,Export Bill Discounting,2512689,7547417,17.0,UAE,Low,No,Yes,20,Low,No
IES004530,2023-09-02,FY2023-24,Tamil Nadu,1,Electronic Components,85-90,Micro,Union Bank of India,Export Factoring,1702064,5566226,27.2,Bangladesh,Medium,No,Yes,30,Medium,Yes
IES004531,2022-07-28,FY2022-23,Rajasthan,2,Textiles & Apparel,50-63,Micro,Union Bank of India,Packing Credit,472398,732589,31.1,UAE,Low,No,Yes,38,Medium,Yes
IES004532,2017-09-04,FY2017-18,Haryana,2,Agriculture & Food Products,01-24,Medium,HDFC Bank,Packing Credit,1631032,4086947,5.1,UAE,Low,Yes,Yes,50,Medium,No
IES004533,2020-07-29,FY2020-21,Jharkhand,3,Agriculture & Food Products,01-24,Micro,ICICI Bank,Export Factoring,226261,606457,11.6,South Africa,Medium,No,Yes,35,Medium,Yes
IES004534,2017-03-08,FY2016-17,Maharashtra,1,Handicrafts,97,Small,ICICI Bank,Post-Shipment Credit,334686,1011773,39.6,USA,Low,No,Yes,40,Medium,Yes
IES004535,2020-04-30,FY2020-21,Madhya Pradesh,2,Chemicals & Pharma,28-30,Small,ICICI Bank,Export Bill Discounting,3918359,11190930,31.0,Brazil,Medium,No,Yes,35,Medium,Yes
IES004536,2017-09-22,FY2017-18,Uttar Pradesh,2,Agriculture & Food Products,01-24,Micro,Bank of Baroda,Export Bill Discounting,585734,2302640,26.4,UAE,Low,No,Yes,35,Medium,Yes
IES004537,2018-07-20,FY2018-19,Andhra Pradesh,2,Marine Products,03,Micro,SIDBI,Packing Credit,353039,971990,43.0,Sri Lanka,Medium,No,Yes,55,Medium,Yes
